Id,SalePrice
1461,11.650061435258756
1462,11.844349495128483
1463,12.013489384298369
1464,12.090710276565952
1465,12.211690140965166
1466,12.05830440602953
1467,12.05925694146931
1468,12.038599970496401
1469,12.15288734328813
1470,11.713661237160121
1471,12.151983872002376
1472,11.486155064328965
1473,11.468379198357823
1474,11.834852867527617
1475,11.643354254196877
1476,12.767064770595194
1477,12.48791356343305
1478,12.561427635836619
1479,12.586337556890303
1480,13.124318311299586
1481,12.703731010878169
1482,12.325287569735163
1483,12.061629775627802
1484,12.023653531573364
1485,12.177770126632751
1486,12.19837721888038
1487,12.72115131816944
1488,12.447584509538702
1489,12.173100494902073
1490,12.302867904227737
1491,12.14211071978313
1492,11.469692037978524
1493,12.265200116081163
1494,12.671151532697547
1495,12.590839362382269
1496,12.39376986852977
1497,12.109800338480479
1498,11.996092847894122
1499,12.080771458875759
1500,12.005818772763293
1501,12.083799404415213
1502,11.967986720969652
1503,12.49889578164121
1504,12.455315972774471
1505,12.377017787407171
1506,12.182535305071113
1507,12.410736137024127
1508,12.234210520530848
1509,11.944996559596381
1510,11.903452778014103
1511,11.870954040384305
1512,11.932707985900747
1513,11.927144283057395
1514,12.031899817043875
1515,12.175149082568383
1516,11.848921334854163
1517,11.955323089859863
1518,11.891506748136225
1519,12.292278013593542
1520,11.815083352574904
1521,11.749928437460039
1522,12.040930863763128
1523,11.613089651049721
1524,11.615190727786596
1525,11.67241357687367
1526,11.662640145984554
1527,11.665357165899536
1528,11.751977247725558
1529,11.899580890044883
1530,12.090347432343755
1531,11.731407284084199
1532,11.389346446249222
1533,11.89267580043306
1534,11.764354856397137
1535,11.689904605686081
1536,11.481206735587797
1537,11.354156729610825
1538,11.934724560340285
1539,12.205695398163527
1540,11.615048381677118
1541,11.811155500487391
1542,11.929276926474538
1543,12.12255801224384
1544,11.456154730565943
1545,11.693675393570743
1546,11.891378920975916
1547,11.757686609037496
1548,11.755851341409986
1549,11.70735450388335
1550,11.823026564765225
1551,11.58665432082333
1552,11.807828997332939
1553,11.67524252428973
1554,11.671171477316452
1555,12.047852973106147
1556,11.655712274493597
1557,11.367487455711602
1558,11.63151868992088
1559,11.095765692145099
1560,11.672502126178102
1561,11.874137304402657
1562,11.808106393712386
1563,11.668277089714548
1564,11.962260358582423
1565,11.828663549251738
