ID,Calories_Burned
TEST_0000,172.75897864856273
TEST_0001,188.81286032178895
TEST_0002,53.46722374566932
TEST_0003,160.90394033692186
TEST_0004,226.53488808504017
TEST_0005,178.29010531932065
TEST_0006,98.07899263950691
TEST_0007,44.15123764255906
TEST_0008,79.04630832886807
TEST_0009,58.91594372177692
TEST_0010,123.00791113563739
TEST_0011,54.50804161850941
TEST_0012,13.950007266458885
TEST_0013,176.53204665913333
TEST_0014,228.86411978521733
TEST_0015,13.332684565650736
TEST_0016,97.44370870228505
TEST_0017,129.5049164130757
TEST_0018,158.8326991424546
TEST_0019,6.8713513198665765
TEST_0020,50.363307596047065
TEST_0021,89.50447087667027
TEST_0022,24.7515840097408
TEST_0023,86.69536522065663
TEST_0024,19.799294720983447
TEST_0025,129.0610774739037
TEST_0026,105.12432875149388
TEST_0027,188.79654447813328
TEST_0028,120.90276766098854
TEST_0029,99.92230942615475
TEST_0030,25.088598753192535
TEST_0031,242.60405677131126
TEST_0032,54.90901924684062
TEST_0033,46.77962840884172
TEST_0034,133.5489512682816
TEST_0035,112.69133229659667
TEST_0036,37.86153681731258
TEST_0037,129.48689152460247
TEST_0038,11.0153645256544
TEST_0039,129.59830690545732
TEST_0040,201.88869664952065
TEST_0041,168.21510330015766
TEST_0042,145.63540209983285
TEST_0043,59.69844769940247
TEST_0044,67.97124645589227
TEST_0045,52.84128514444513
TEST_0046,77.75675689221563
TEST_0047,197.96719832092347
TEST_0048,139.04879514892016
TEST_0049,125.66561340989286
TEST_0050,11.07490806765539
TEST_0051,112.15617149929723
TEST_0052,158.59928934103183
TEST_0053,92.40411641369182
TEST_0054,68.64267730181543
TEST_0055,86.8860230631556
TEST_0056,159.83834747001285
TEST_0057,18.064418944849674
TEST_0058,30.367033700061818
TEST_0059,95.99341776430566
TEST_0060,39.0053268690077
TEST_0061,109.28126288663934
TEST_0062,90.16102673087995
TEST_0063,50.79205140400972
TEST_0064,34.378342389403954
TEST_0065,135.6652899083614
TEST_0066,230.59060550764494
TEST_0067,125.43130515097823
TEST_0068,101.58736560980645
TEST_0069,44.734232465774426
TEST_0070,125.02854705598939
TEST_0071,25.851637565815413
TEST_0072,9.22906655121365
TEST_0073,151.71673641437266
TEST_0074,32.13102951417832
TEST_0075,90.77182584402686
TEST_0076,63.81586136974092
TEST_0077,65.45544814690963
TEST_0078,44.042622260871596
TEST_0079,187.5182865495725
TEST_0080,173.9149627242305
TEST_0081,136.87442274477687
TEST_0082,90.7022502961278
TEST_0083,101.44649038103599
TEST_0084,56.02340371575669
TEST_0085,178.9856362205552
TEST_0086,125.35409511068126
TEST_0087,17.725260928135132
TEST_0088,144.4130883406601
TEST_0089,42.22571347558717
TEST_0090,41.10095374422693
TEST_0091,36.71731290984893
TEST_0092,24.197077823976656
TEST_0093,195.59077068474838
TEST_0094,4.719451507444317
TEST_0095,10.113673065003098
TEST_0096,238.75700290698663
TEST_0097,140.48484501905017
TEST_0098,186.271250744112
TEST_0099,173.54773465123765
TEST_0100,13.14611736917897
TEST_0101,99.26323322709625
TEST_0102,187.26715367043704
TEST_0103,165.47507055333068
TEST_0104,64.53890287758372
TEST_0105,166.66501240912
TEST_0106,36.73538045177537
TEST_0107,20.76170537117047
TEST_0108,187.9709463978186
TEST_0109,30.182543887490183
TEST_0110,111.1111586980785
TEST_0111,185.55087149522234
TEST_0112,47.40794590111586
TEST_0113,146.84620403679992
TEST_0114,55.780193984270866
TEST_0115,81.0314800679234
TEST_0116,79.21983299842921
TEST_0117,63.760918727409276
TEST_0118,14.289851305870517
TEST_0119,7.010648123246434
TEST_0120,185.89656062357915
TEST_0121,48.13507967210373
TEST_0122,42.71710200398695
TEST_0123,19.85704447965254
TEST_0124,32.091603021819
TEST_0125,100.37056872479239
TEST_0126,47.0319657948171
TEST_0127,54.82913754244946
TEST_0128,103.16616772373273
TEST_0129,77.74561031321326
TEST_0130,60.08366422993268
TEST_0131,194.2823051588096
TEST_0132,69.10919187337346
TEST_0133,135.19457234736103
TEST_0134,104.37273163818136
TEST_0135,72.30788569515983
TEST_0136,72.5376650102219
TEST_0137,64.87396478933967
TEST_0138,175.7041711076612
TEST_0139,22.718700080068565
TEST_0140,122.73285328454105
TEST_0141,16.454117491187727
TEST_0142,111.82361748707467
TEST_0143,42.12968115741276
TEST_0144,11.25989869867347
TEST_0145,32.6746945757048
TEST_0146,165.37912538355116
TEST_0147,82.66029434687096
TEST_0148,119.80902950623894
TEST_0149,86.18052519393133
TEST_0150,41.9224320682922
TEST_0151,81.67036606316002
TEST_0152,69.27815216575924
TEST_0153,19.792032535133025
TEST_0154,93.04583890930148
TEST_0155,55.06450817059753
TEST_0156,129.45377202389508
TEST_0157,39.17275852115241
TEST_0158,198.79036681213398
TEST_0159,40.01001652112383
TEST_0160,128.51866527453424
TEST_0161,100.69078397046489
TEST_0162,115.22261703519676
TEST_0163,139.0502777286768
TEST_0164,56.86249862063934
TEST_0165,32.34492675269651
TEST_0166,41.592238578300595
TEST_0167,133.13125146720947
TEST_0168,202.6129928384455
TEST_0169,112.0833086997614
TEST_0170,74.06172623692522
TEST_0171,76.55296274202436
TEST_0172,5.553361137911285
TEST_0173,84.53372423632395
TEST_0174,15.406029746129326
TEST_0175,47.82208054548292
TEST_0176,6.093203370432779
TEST_0177,61.19508978819583
TEST_0178,175.83142336796604
TEST_0179,180.70432419234416
TEST_0180,45.41382050035545
TEST_0181,82.83238471145742
TEST_0182,68.31048253281745
TEST_0183,116.8049380958613
TEST_0184,127.53372988162266
TEST_0185,83.5775718267258
TEST_0186,12.007472718905438
TEST_0187,46.3307320834775
TEST_0188,157.46270077049832
TEST_0189,6.094935132215597
TEST_0190,40.99599368556757
TEST_0191,7.0127587669976
TEST_0192,158.80936430661842
